kind	artifact_id	priority	recommended_action	size_gib	local_path	source_path	source_exists	hf_repo_id	hf_private	hf_commit_url	upload_uploaded	upload_verified	has_upload_log	notes
manifest	ONPOLICY-SFT-Qwen3-4B-MATH-S1-BETA03-V1-step50	P2_VERIFY_ONLY	uploaded/verified historical artifact; public copy optional	8.30	/data-1/model_weights/merged/ONPOLICY-SFT-Qwen3-4B-MATH-S1-BETA03-V1-step50	/data-1/checkpoints/ONPOLICY-SFT-Qwen3-4B-MATH-S1-BETA03-V1_1780019059/global_step_50/actor	False	AlexGeek/ONPOLICY-SFT-Qwen3-4B-MATH-S1-BETA03-V1-step50	True	https://huggingface.co/AlexGeek/ONPOLICY-SFT-Qwen3-4B-MATH-S1-BETA03-V1-step50/commit/9eeec1ae2a3a23541379dbd15dc85a8b5cf4262d	True	True	True	Third-batch Stage 1 single-model On-Policy SFT archive; original log shows non-boxed train file, beta=0.3, checkpoint role=best.
manifest	ONPOLICY-SFT-Qwen3-4B-MATH-S1-BETA04-V1-step55	P2_VERIFY_ONLY	uploaded/verified historical artifact; public copy optional	8.30	/data-1/model_weights/merged/ONPOLICY-SFT-Qwen3-4B-MATH-S1-BETA04-V1-step55	/data-1/checkpoints/ONPOLICY-SFT-Qwen3-4B-MATH-S1-BETA04-V1_1780038811/global_step_55/actor	False	AlexGeek/ONPOLICY-SFT-Qwen3-4B-MATH-S1-BETA04-V1-step55	True	https://huggingface.co/AlexGeek/ONPOLICY-SFT-Qwen3-4B-MATH-S1-BETA04-V1-step55/commit/e8da7d20d209ff95fe6518403cf9d641ba88ebe4	True	True	True	Third-batch Stage 1 single-model On-Policy SFT archive; original log shows non-boxed train file, beta=0.4, checkpoint role=best.
manifest	ONPOLICY-SFT-Qwen3-4B-MATH-S1-BETA04-V1-step65	P2_VERIFY_ONLY	uploaded/verified historical artifact; public copy optional	8.30	/data-1/model_weights/merged/ONPOLICY-SFT-Qwen3-4B-MATH-S1-BETA04-V1-step65	/data-1/checkpoints/ONPOLICY-SFT-Qwen3-4B-MATH-S1-BETA04-V1_1780038811/global_step_65/actor	False	AlexGeek/ONPOLICY-SFT-Qwen3-4B-MATH-S1-BETA04-V1-step65	True	https://huggingface.co/AlexGeek/ONPOLICY-SFT-Qwen3-4B-MATH-S1-BETA04-V1-step65/commit/49745e887f0f3ce336aa386b2600cf1f68b06cf6	True	True	True	Third-batch Stage 1 single-model On-Policy SFT archive; original log shows non-boxed train file, beta=0.4, checkpoint role=latest_non_best.
manifest	WDL-GROUP-ADV-IS-Qwen3-4B-MATH-2H-MATHDATA-BASE-E1-step100	P2_VERIFY_ONLY	uploaded/verified historical artifact; public copy optional	8.30	/data-1/model_weights/merged/WDL-GROUP-ADV-IS-Qwen3-4B-MATH-2H-MATHDATA-BASE-E1-step100	/data-1/checkpoints/WDL-GROUP-ADV-IS-Qwen3-4B-MATH-2H-MATHDATA-BASE-E1_1779587409/global_step_100/actor	False	AlexGeek/WDL-GROUP-ADV-IS-Qwen3-4B-MATH-2H-MATHDATA-BASE-E1-step100	True	https://huggingface.co/AlexGeek/WDL-GROUP-ADV-IS-Qwen3-4B-MATH-2H-MATHDATA-BASE-E1-step100/commit/8f55892e2cfd3d8274b503832583b8eb26518c45	True	True	True	First-batch standard Qwen3ForCausalLM checkpoint; step 100 is the selected best checkpoint.
manifest	WDL-GROUP-ADV-IS-Qwen3-4B-MATH-2H-MATHDATA-BASE-E1-step115	P2_VERIFY_ONLY	uploaded/verified historical artifact; public copy optional	8.30	/data-1/model_weights/merged/WDL-GROUP-ADV-IS-Qwen3-4B-MATH-2H-MATHDATA-BASE-E1-step115	/data-1/checkpoints/WDL-GROUP-ADV-IS-Qwen3-4B-MATH-2H-MATHDATA-BASE-E1_1779587409/global_step_115/actor	False	AlexGeek/WDL-GROUP-ADV-IS-Qwen3-4B-MATH-2H-MATHDATA-BASE-E1-step115	True	https://huggingface.co/AlexGeek/WDL-GROUP-ADV-IS-Qwen3-4B-MATH-2H-MATHDATA-BASE-E1-step115/commit/8fb9d24290224a4359e938e092cb656fae88483f	True	True	True	Third-batch archive of latest non-best checkpoint; step 100 best model was already archived.
manifest	WDL-GROUP-ADV-IS-Qwen3-4B-MATH-2H-MATHDATA-SFT-E1-step115	P2_VERIFY_ONLY	uploaded/verified historical artifact; public copy optional	8.30	/data-1/model_weights/merged/WDL-GROUP-ADV-IS-Qwen3-4B-MATH-2H-MATHDATA-SFT-E1-step115	/data-1/checkpoints/WDL-GROUP-ADV-IS-Qwen3-4B-MATH-2H-MATHDATA-SFT-E1_1779612618/global_step_115/actor	False	AlexGeek/WDL-GROUP-ADV-IS-Qwen3-4B-MATH-2H-MATHDATA-SFT-E1-step115	True	https://huggingface.co/AlexGeek/WDL-GROUP-ADV-IS-Qwen3-4B-MATH-2H-MATHDATA-SFT-E1-step115/commit/85be17af55da77b1dfe74795297d1eaa005bf14b	True	True	True	First-batch standard Qwen3ForCausalLM checkpoint selected for private HF model archive.
manifest	WDL-GROUP-ADV-IS-Qwen3-4B-MATH-4B-MATHDATA-BASE-E1-step115	P2_VERIFY_ONLY	uploaded/verified historical artifact; public copy optional	8.30	/data-1/model_weights/merged/WDL-GROUP-ADV-IS-Qwen3-4B-MATH-4B-MATHDATA-BASE-E1-step115	/data-1/checkpoints/WDL-GROUP-ADV-IS-Qwen3-4B-MATH-4B-MATHDATA-BASE-E1_1779795940/global_step_115/actor	False	AlexGeek/WDL-GROUP-ADV-IS-Qwen3-4B-MATH-4B-MATHDATA-BASE-E1-step115	True	https://huggingface.co/AlexGeek/WDL-GROUP-ADV-IS-Qwen3-4B-MATH-4B-MATHDATA-BASE-E1-step115/commit/0083b1d12df329d86b2c1290ffe08b4583603943	True	True	True	First-batch standard Qwen3ForCausalLM checkpoint from the dual-rollout worktree 4ABC queue.
manifest	WDL-GROUP-ADV-IS-Qwen3-4B-MATH-4C-MATHDATA-SFT-E1-step115	P2_VERIFY_ONLY	uploaded/verified historical artifact; public copy optional	8.30	/data-1/model_weights/merged/WDL-GROUP-ADV-IS-Qwen3-4B-MATH-4C-MATHDATA-SFT-E1-step115	/data-1/checkpoints/WDL-GROUP-ADV-IS-Qwen3-4B-MATH-4C-MATHDATA-SFT-E1_1779807346/global_step_115/actor	False	AlexGeek/WDL-GROUP-ADV-IS-Qwen3-4B-MATH-4C-MATHDATA-SFT-E1-step115	True	https://huggingface.co/AlexGeek/WDL-GROUP-ADV-IS-Qwen3-4B-MATH-4C-MATHDATA-SFT-E1-step115/commit/52212558f1c7f67b2350adc11e94f341d506de03	True	True	True	First-batch standard Qwen3ForCausalLM checkpoint from the dual-rollout worktree 4ABC queue.
local_hf_dir	actor_step150	P2_REVIEW	needs human review before spending upload traffic	8.23	/data-1/model_weights/code_task/offline_eval/v2_beta0_latest_step150/actor_step150								False	local HF-format directory discovered by config.json + weights
local_hf_dir	actor_step150	P2_REVIEW	needs human review before spending upload traffic	8.23	/data-1/model_weights/code_task/offline_eval/v2_beta01_latest_step150/actor_step150								False	local HF-format directory discovered by config.json + weights
local_hf_dir	step_150	P2_REVIEW	needs human review before spending upload traffic	8.23	/data-1/model_weights/staged_v1/ONPOLICY-SFT-Qwen3-4B-MATH-S1-BETA01-V1_1779981295/step_150								False	local HF-format directory discovered by config.json + weights
local_hf_dir	step_85	P2_REVIEW	needs human review before spending upload traffic	8.23	/data-1/model_weights/staged_v1/ONPOLICY-SFT-Qwen3-4B-MATH-S1-BETA0-V1_1779962803/step_85								False	local HF-format directory discovered by config.json + weights
local_hf_dir	70d244cc86ccca08cf5af4e1e306ecf908b1ad5e	P2_REVIEW	needs human review before spending upload traffic	0.00	/data-1/.cache/huggingface/hub/models--Qwen--Qwen3-1.7B/snapshots/70d244cc86ccca08cf5af4e1e306ecf908b1ad5e								False	local HF-format directory discovered by config.json + weights
local_hf_dir	906bfd4b4dc7f14ee4320094d8b41684abff8539	P2_REVIEW	needs human review before spending upload traffic	0.00	/data-1/.cache/huggingface/models--Qwen--Qwen3-4B-Base/snapshots/906bfd4b4dc7f14ee4320094d8b41684abff8539								False	local HF-format directory discovered by config.json + weights
manifest	CODE-TASK-OFFLINE-EVAL-beta0-step150-actor	P2_REVIEW	needs human review before spending upload traffic	0.00	/data-1/model_weights/code_task/offline_eval/beta0_step150/actor_step150	/data-1/checkpoints/ONPOLICY-SFT-Qwen3-4B-CODE-KODCODE-S1-BETA0-V1_1780593683/global_step_150/actor	False		True		False	False	False	Code-task Stage1 beta=0.0 step150 merged model used for offline eval. This manifest records the merged eval copy, not deletion of the source checkpoint.
manifest	CODE-TASK-OFFLINE-EVAL-beta01-step150-actor	P2_REVIEW	needs human review before spending upload traffic	0.00	/data-1/model_weights/code_task/offline_eval/beta01_step150/actor_step150	/data-1/checkpoints/ONPOLICY-SFT-Qwen3-4B-CODE-KODCODE-S1-BETA01-V1_1780609106/global_step_150/actor	False		True		False	False	False	Code-task Stage1 beta=0.1 step150 merged model used for offline eval. Run best checkpoint is step115; this manifest records the step150 merged eval copy, not deletion of the source checkpoint.
local_hf_dir	cdbee75f17c01a7cc42f958dc650907174af0554	P2_REVIEW	needs human review before spending upload traffic	0.00	/data-1/.cache/huggingface/hub/models--Qwen--Qwen3-4B-Instruct-2507/snapshots/cdbee75f17c01a7cc42f958dc650907174af0554								False	local HF-format directory discovered by config.json + weights
local_hf_dir	QwenJoint-4B-Stage2-model2-from-s1-smoke-step5	P3_SKIP_OR_LOW	smoke/upstream-or-intermediate; upload only if explicitly needed	16.45	/data-1/.cache/huggingface/QwenJoint-4B-Stage2-model2-from-s1-smoke-step5								False	local HF-format directory discovered by config.json + weights
local_hf_dir	QwenJoint-4B-WDL-SFT-Qwen3-4B-Base-Math-m1step-fixed-ck218	P3_SKIP_OR_LOW	smoke/upstream-or-intermediate; upload only if explicitly needed	16.45	/data-1/.cache/huggingface/QwenJoint-4B-WDL-SFT-Qwen3-4B-Base-Math-m1step-fixed-ck218								False	local HF-format directory discovered by config.json + weights
local_hf_dir	QwenJoint-4B-WDL-SFT-Qwen3-4B-Base-SFT-stage-1	P3_SKIP_OR_LOW	smoke/upstream-or-intermediate; upload only if explicitly needed	16.45	/data-1/.cache/huggingface/QwenJoint-4B-WDL-SFT-Qwen3-4B-Base-SFT-stage-1								False	local HF-format directory discovered by config.json + weights
